Gene,Degree,Betweenness,Closeness,EigenCentrality,Eccentricity,ClosenessLatora,ClosenessResidual,Decay,Geokpath,Laplacian,Leverage,Lobby,Mnc,Semilocal,Topocoefficient,Kcore,ClusteringCoefficient,CrRatio,Class
MTOR,59,696158.9818,1.45E-08,0.065385098,0.066666667,6190.624389,1930.03418,2720,9270,8862,0.3679957,28,45,3406792,35.92563231,17,0.049678551,0.06779661,CR
ZMPSTE24,9,15161.14192,1.45E-08,0.023567448,0.0625,5572.692983,1519.13884,2859,5381,5790,-0.9288128,9,5,2986462,3.617709065,9,0.111111111,0,NotCR
KC3,7,115685.7444,1.45E-08,0.002966917,0.0625,5114.411441,1197.278809,137,3233,316,-0.078065017,5,4,145287,6.448818898,4,0.142857143,0.285714286,CR
SHC1,72,376452.3309,1.45E-08,0.084407317,0.066666667,6310.189,2020.96582,3269,10569,11650,0.433332157,29,61,4337021,38.1920904,17,0.077464789,0.027777778,NotCR
LM,119,926517.6838,1.45E-08,0.214652171,0.066666667,6730.353166,2314.081421,6371,11954,26784,0.537785298,41,82,8911339,56.19922817,18,0.033328586,0.008403361,NotCR
PARP1,107,777098.343,1.45E-08,0.225752838,0.071428571,6729.342216,2305.162231,6658,12113,24658,0.464668807,39,92,9655737,44.83981028,18,0.061188503,0.028037383,NotCR
SIRT1,95,453263.2342,1.45E-08,0.194974466,0.071428571,6494.588872,2140.11261,5608,10475,20146,0.408373509,41,81,8262223,42.93219415,18,0.061590146,0.042105263,CR
PLAU,4,34849.81128,1.45E-08,0.001036758,0.0625,4684.971058,926.3987274,176,920,364,0.030812325,3,1,148403,4,2,0,0,NotCR
PTEN,97,512254.5102,1.45E-08,0.263634813,0.066666667,6563.648868,2202.034698,4886,11839,19084,0.47549169,40,67,6944915,46.45156545,18,0.04080756,0.020618557,NotCR
HELLS,12,26876.8876,1.45E-08,0.053329981,0.066666667,5880.571343,1718.946747,1636,7665,3404,-0.428104506,12,6,2328166,8.410383189,9,0.196969697,0.166666667,NotCR
ARNTL,17,45312.76971,1.45E-08,0.025366454,0.066666667,5660.212865,1559.001678,867,6348,2006,-0.253631838,15,12,1093507,13.09704142,11,0.132352941,0.058823529,NotCR
CAT,14,70954.85113,1.45E-08,0.009259749,0.0625,5490.364463,1447.330872,335,5736,852,0.185100628,7,7,411510,12.49367089,6,0.076923077,0,NotCR
ARHGAP1,11,41328.57661,1.45E-08,0.021692002,0.0625,5624.077507,1550.475754,2687,5587,5484,-0.702657227,11,5,2765175,4.680763473,9,0.127272727,0,NotCR
FOXM1,18,14903.84592,1.45E-08,0.041103561,0.066666667,5733.090859,1609.990448,1221,6831,2748,-0.41067097,16,12,1788432,12.12030075,14,0.156862745,0.055555556,NotCR
FGF23,1,0,1.45E-08,0.000905642,0.0625,4736.785621,950.512558,45,1159,90,-0.955555556,1,1,52621,1,1,0,0,NotCR
EPS8,12,19247.65557,1.45E-08,0.015652529,0.0625,5586.397328,1518.070435,812,6133,1756,-0.252200656,10,10,999496,8.676691729,9,0.227272727,0,NotCR
PAWR,10,15086.70994,1.45E-08,0.011963576,0.066666667,5544.951981,1483.476959,428,6018,946,-0.364091476,9,4,584367,9.004854369,8,0.066666667,0,NotCR
SOCS2,58,242037.5037,1.45E-08,0.048993018,0.066666667,6025.85583,1821.186005,1617,9136,6540,0.491255526,23,15,1970314,38.94612352,15,0.013309135,0.034482759,NotCR
IGF1,3,3775.71108,1.45E-08,0.000139725,0.058823529,4215.699328,657.3410339,21,371,48,-0.180952381,3,1,8295,3,2,0,0,NotCR
NCOR2,61,174392.7227,1.45E-08,0.126106616,0.066666667,6198.91809,1937.116211,3843,9130,11346,0.196795004,33,56,5559136,29.13529256,18,0.119672131,0.032786885,NotCR
IRS2,13,5275.798412,1.45E-08,0.023362404,0.066666667,5631.75328,1545.962799,1051,6247,2258,-0.621341822,13,9,1264522,8.737911025,12,0.166666667,0.153846154,NotCR
AKT1,170,1530251.069,1.45E-08,0.279246097,0.071428571,6912.546376,2434.268372,8657,12515,46044,0.617492807,55,148,12399292,68.82339043,18,0.038148277,0.035294118,NotCR
TP53BP1,54,340934.9929,1.45E-08,0.131156417,0.071428571,6476.876174,2132.04425,4129,11094,11120,0.114676579,34,44,5743202,28.74686347,18,0.106918239,0,NotCR
NEIL1,3,11.95327729,1.45E-08,0.001751825,0.0625,4710.295521,931.8380127,62,1354,130,-0.706060606,3,2,81859,2.172413793,3,0.333333333,0,NotCR
POLG,3,22610.28322,1.45E-08,0.000525226,0.0625,4639.628417,895.383316,30,947,66,-0.190821256,3,1,28462,3,2,0,0,NotCR
IGF1R,34,137922.1295,1.45E-08,0.093675064,0.066666667,6326.936186,2035.751465,3372,10021,7866,-0.233792358,28,29,4301262,22.00360036,17,0.114081996,0,CR
STUB1,141,1698368.527,1.45E-08,0.254021887,0.066666667,6899.354526,2432.299805,8357,12225,36454,0.564890728,51,112,11802307,61.88017589,18,0.044478217,0.042553191,NotCR
ERCC4,15,11056.20943,1.45E-08,0.011066009,0.066666667,5393.797425,1375.122528,459,4738,1128,-0.083745074,11,14,527062,11.71557562,9,0.161904762,0,NotCR
COQ7,1,0,1.45E-08,9.31E-06,0.055555556,3740.303336,427.1345482,8,17,16,-0.75,1,1,2779,1,1,0,0,CR
CTF1,1,0,1.45E-08,0.000353376,0.058823529,4436.678168,774.0093079,23,442,46,-0.913043478,1,1,13947,1,1,0,0,NotCR
TERF2,33,109082.5248,1.45E-08,0.060546777,0.071428571,6043.585842,1824.616516,1813,9050,4682,0.039821688,23,29,2585747,20.49493243,15,0.134469697,0,NotCR
BRCA1,266,3158982.797,1.45E-08,0.538333359,0.071428571,7192.863475,2628.58429,13821,13261,98132,0.721172369,64,236,19851611,84.47097967,18,0.036203717,0.018796992,NotCR
COL1A1,4,1784.875366,1.45E-08,0.000975285,0.0625,4740.900741,956.6094971,49,1525,110,-0.400757576,4,1,43564,4,4,0,0.25,NotCR
RPS6KB1,23,62334.89513,1.45E-08,0.050492627,0.071428571,5931.032379,1744.109497,1403,8172,3312,-0.216848695,20,13,1913502,17.04014599,15,0.079051383,0.043478261,NotCR
PPM1D,8,3216.930209,1.45E-08,0.02030276,0.066666667,5539.867438,1476.56189,644,5689,1344,-0.762651785,8,3,849160,6.649842271,8,0.142857143,0,NotCR
CSH1,2,225.2217241,1.45E-08,0.000382627,0.058823529,4518.690625,839.5956421,12,1347,26,-0.377777778,2,1,12158,2,2,0,0,NotCR
GH1,1,0,1.45E-08,0.000337078,0.058823529,4494.82879,810.434906,17,756,34,-0.882352941,1,1,21763,1,1,0,1,NotCR
SIRT7,17,29739.30496,1.45E-08,0.050140856,0.066666667,5864.694358,1708.586884,1318,7965,2908,-0.376466888,15,15,1751306,12.17090069,13,0.161764706,0,NotCR
SIRT6,20,10694.99959,1.45E-08,0.057725639,0.066666667,5887.22228,1721.058807,1612,7807,3604,-0.459269022,20,15,2366495,13.7397863,16,0.1,0.05,NotCR
INSR,24,86505.35732,1.45E-08,0.022502625,0.066666667,5679.070513,1574.741974,912,6717,2376,0.098728367,15,15,1218477,16.32764505,12,0.094202899,0,CR
JUND,11,7137.971267,1.45E-08,0.030421583,0.071428571,5649.393093,1547.569702,926,6262,1962,-0.580250641,11,7,1314785,8.265060241,10,0.181818182,0,NotCR
GDF15,2,3833.534014,1.45E-08,0.001351644,0.0625,4834.080834,1024.574203,296,1554,594,-0.972710623,2,1,201343,1.993150685,2,0,0,NotCR
CEBPA,30,141187.2921,1.45E-08,0.064059767,0.066666667,6008.983433,1802.213745,1935,8484,4740,-0.088722703,22,24,2712464,18.49921011,17,0.103448276,0.033333333,NotCR
APOE,11,19231.68421,1.45E-08,0.020295963,0.066666667,5503.612829,1452.151154,391,5726,892,-0.318936952,10,3,540781,9.911764706,9,0.054545455,0,NotCR
ERCC2,11,8012.138321,1.45E-08,0.024433438,0.066666667,5591.865318,1509.921173,647,5944,1404,-0.247851779,10,8,937443,9.201257862,8,0.454545455,0,NotCR
ERCC1,14,34235.32578,1.45E-08,0.011848677,0.0625,5701.13214,1595.980774,602,7180,1386,-0.038463995,10,11,704490,12.3965812,9,0.131868132,0,NotCR
BAX,18,42527.18139,1.45E-08,0.034446386,0.066666667,5835.667086,1684.694061,1101,7611,2508,-0.164498587,13,13,1476038,14.67717996,10,0.130718954,0,NotCR
SIGLEC9,2,243.5502804,1.45E-08,0.001297663,0.058823529,4788.629231,995.0630798,136,1534,274,-0.918632075,2,1,140578,1.984848485,2,0,0,NotCR
MSH2,47,251721.5384,1.45E-08,0.10600342,0.066666667,6332.886186,2036.219238,3304,10426,8770,0.161405103,27,43,4623037,27.03041475,17,0.107308048,0,NotCR
EFEMP1,15,34926.69318,1.45E-08,0.011415428,0.066666667,5547.356599,1489.202301,570,6016,1350,-0.107496095,11,7,594623,13.1147541,8,0.066666667,0,NotCR
MSTN,1,0,1.56E-09,7.21E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
FN1,26,181087.0202,1.45E-08,0.028594936,0.066666667,5849.986577,1704.191071,1091,8060,2832,0.266301354,13,3,1421525,22.54823305,10,0.015384615,0.038461538,NotCR
XRCC5,84,350944.6032,1.45E-08,0.163277597,0.071428571,6388.111094,2065.842102,4675,10074,16322,0.396628233,37,80,6636147,40.41595814,18,0.069420539,0,NotCR
IRS1,39,75017.39645,1.45E-08,0.053129584,0.066666667,6151.882562,1908.243195,2195,9786,5872,0.016369718,25,34,2787425,23.25870878,17,0.124156545,0.153846154,NotCR
PER2,7,6064.383979,1.45E-08,0.033546128,0.066666667,5721.940859,1605.71048,947,6814,1936,-0.719686127,7,7,1362504,5.562765957,7,0.428571429,0,NotCR
CEBPB,29,30409.91337,1.45E-08,0.087770791,0.071428571,6009.532559,1795.331604,2427,8116,5666,-0.268191224,25,27,3564145,15.9524207,17,0.206896552,0.034482759,NotCR
RBM38,1,0,1.45E-08,0.01016879,0.066666667,5287.493937,1307.504547,233,4245,466,-0.991416309,1,1,374351,1,1,0,0,NotCR
