Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
SLC36A4,6.97521,5.32074,4.6127,6.17934,6.16675,8.14484,6.93922,4.37532,5.56414,5.38193,17.0469,13.1486,5.13312,7.83039,3.9857,8.2665,6.50313,4.09075,7.13418,5.63912,5.89238,9.1211,4.1372,8.50184,7.88736,7.00118,4.4013,6.78495,2.95925,7.13127,8.70813,3.22643,1.48504,3.02603,4.55323,1.68054,8.15293,4.00034,1.0775,7.15761,9.0601,1.77176,11.5495,6.82497,3.70524,4.29163,3.93177,4.97035,3.63177,4.69478,8.1449,10.3262,5.44157,5.21708,NotCR
SESN3,12.5778,9.75898,11.7197,15.8989,30.2771,28.142,12.9637,16.8858,18.624,27.0373,13.9526,13.2364,20.1451,22.8535,10.8046,15.1548,35.1786,19.4795,16.126,13.1939,13.2476,6.38788,2.81598,15.182,19.0361,6.06573,5.54411,9.18186,11.5684,8.35702,10.822,4.40153,1.19782,4.23918,6.52435,1.55992,15.8135,15.0785,3.03996,55.0206,30.6079,1.93373,19.4734,14.5973,13.1289,15.0466,15.3444,15.2443,4.31374,26.9929,22.8124,18.6927,17.114,6.48924,NotCR
DCUN1D5,22.774,23.101,18.2246,22.2928,20.9633,18.9234,19.5917,8.5557,11.4046,7.967,13.8133,15.7366,11.7784,14.1158,8.84599,11.4236,9.38677,7.05412,11.2305,9.40752,22.5775,65.9769,71.0135,23.3202,24.6662,19.4365,14.663,17.8068,27.1327,18.5134,20.6952,14.8852,14.1958,10.3202,14.4175,7.42475,20.7563,17.2135,19.5234,21.8655,19.5682,8.56694,22.3496,21.0282,20.6325,19.0408,14.8727,18.3002,15.1386,37.5466,19.5126,23.6301,23.4541,3.77274,NotCR
DYNC2H1,6.8519,4.18765,3.53084,3.39125,4.4759,4.95787,5.81016,1.60352,1.88209,2.39731,3.85498,4.30253,2.89292,2.48541,1.65979,2.69548,2.54211,1.53604,2.10843,1.63857,5.6024,13.7855,0.0616173,8.21676,9.77873,5.09482,2.28309,4.18757,1.75835,3.62345,8.86533,1.53471,0.566823,2.3979,2.30506,0.24954,4.56571,3.30997,0.449294,8.9252,10.2107,1.46137,9.58997,4.53961,3.34326,3.99109,2.45743,1.70236,1.71627,10.3185,7.08014,9.91526,4.95653,0.0609262,NotCR
ACAT1,44.407,35.009,77.6246,35.4375,32.7366,44.3761,28.7664,14.9716,16.5327,18.2733,22.0598,18.5059,17.2151,20.8656,12.8582,16.9382,17.3602,14.8886,20.1007,19.024,34.7826,38.2256,38.4721,35.488,31.3933,33.6848,36.2631,40.3439,15.8958,38.3865,32.9969,37.5858,73.0311,62.6712,85.2329,126.731,28.1826,21.4592,97.6673,38.6499,36.8111,22.8551,23.5619,19.6689,24.3583,28.5773,17.9515,19.358,38.0488,53.7724,30.7681,37.0782,26.2043,3.13628,NotCR
RDX,39.8986,35.8384,182.218,33.6782,39.0709,43.1325,29.0403,23.9107,16.4903,22.7848,19.5322,16.8008,17.0161,19.1854,24.4326,25.8537,17.6196,22.2123,60.5521,30.361,30.2811,62.1483,41.7821,33.7058,30.9543,35.3894,15.8992,36.6699,21.0194,37.9936,30.8045,18.1228,14.5444,16.1034,17.7791,18.7693,40.5974,21.2616,42.5038,53.9216,48.3217,11.9611,23.5637,22.7857,13.9901,16.3176,12.9055,19.9254,16.0735,31.1219,44.6414,36.8841,26.5158,1.49124,NotCR
DLAT,21.5326,19.7926,17.9088,15.12,17.3258,17.6283,19.7222,9.42677,12.8808,12.4513,22.7734,18.1814,13.0049,17.8076,8.61147,14.6264,12.413,8.90577,10.1921,10.0126,18.2263,31.1324,37.5589,16.9703,14.9117,18.9714,20.4179,15.7002,25.2773,17.7691,15.8642,26.7316,36.5498,14.3934,19.8141,7.36414,16.3081,18.4295,38.3459,17.2043,14.1756,4.64876,16.0575,13.5502,15.6606,17.2642,14.7626,10.6847,13.9798,15.2263,21.0177,15.9662,18.1221,1.86592,CR
NNMT,299.611,323.376,21.505,360.447,285.57,404.184,91.654,0.609401,0.917054,0.629422,0.789526,0.893557,1.77478,1.75014,1.32569,0.868734,0.45265,0.557802,2.57363,0.730622,244.841,513.382,0.303401,52.6748,94.5152,64.1674,41.3502,70.8032,22.5578,57.927,155.441,41.4621,11.0277,28.4405,27.9664,642.222,168.628,63.8648,61.762,219.43,38.3745,10.6506,17.3874,43.8434,75.8833,104.069,59.4852,84.5206,33.1497,3.98549,91.5513,67.5249,47.807,0.85971,NotCR
USP2,5.56049,7.63713,11.6265,1.19415,3.93346,15.4754,6.20464,8.08864,10.6585,18.6362,40.9302,43.9532,21.1593,17.4283,9.28262,6.60828,18.9249,15.1686,9.49253,9.0468,5.12264,0.373021,0.105528,7.76681,5.34821,4.1858,7.63557,12.7769,6.71078,9.01987,16.0872,29.1149,37.7435,17.5824,14.3832,3.79112,4.23204,4.53194,79.1159,14.8859,6.37378,4.76729,27.4192,4.21049,14.4423,17.4874,9.12904,0.806335,4.36654,176.366,5.77763,9.50286,6.02327,0.0760824,NotCR
HSPA8,271.246,426.407,349.126,509.005,426.853,327.841,338.74,197.41,271.028,257.88,662.845,647.616,510.686,513.444,202.791,351.998,298.65,218.846,390.223,283.062,256.863,808.999,989.888,282.12,266.137,362.702,316.962,433.329,410.661,492.605,317.195,289.795,294.792,315.443,495.147,160.829,433.897,335.889,532.057,321.299,440.522,418.37,485.611,280.532,174.137,161.337,354.0,445.63,442.214,462.943,382.469,335.025,292.273,177.001,NotCR
CHEK1,2.01031,1.71443,1.59722,2.23952,2.52697,3.43395,1.95754,0.944827,0.978229,1.21463,1.05761,0.96221,0.930066,1.10645,0.955536,1.31667,1.33422,1.07511,1.66586,1.37406,1.89699,15.3355,24.6339,2.56111,2.35245,2.42963,2.61918,1.4391,4.00479,1.45619,1.84807,0.717666,0.380612,1.44075,1.79268,0.623978,1.77738,1.74302,0.38944,2.2426,3.07445,1.16134,2.80383,2.32725,2.44307,2.432,3.05163,2.21774,1.62867,7.49663,1.93267,2.10669,3.1024,0.544183,NotCR
APLP2,293.544,269.917,154.88,680.731,378.822,486.043,260.294,122.503,172.117,158.358,529.81,378.305,160.837,244.683,100.102,160.568,159.264,118.407,167.503,124.412,260.145,384.461,12.7154,242.567,254.903,227.357,216.099,276.335,139.292,276.808,283.366,161.393,99.9218,196.672,247.145,113.135,467.472,182.133,43.5017,237.061,286.461,53.4342,140.827,232.33,152.951,175.894,192.67,121.417,130.85,75.2737,559.057,311.011,219.713,187.969,NotCR
FOXM1,1.4215,1.28362,1.74534,1.22678,1.24584,0.618195,1.25902,0.714687,0.795498,0.775625,0.582362,0.631961,0.858594,0.75656,0.593676,0.528142,0.797652,0.600147,0.694472,0.617944,1.34691,31.1594,51.6885,2.70749,2.01869,0.989239,4.97845,0.859711,15.8209,0.825615,2.23403,0.514367,0.331572,1.24579,1.50352,1.3056,2.46772,2.67042,0.188908,1.60393,1.50776,0.571759,1.25618,2.92253,4.97092,5.21503,6.70639,6.81265,1.68025,42.3613,2.7139,1.05053,5.69121,1.76756,NotCR
FGF23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842137,0.0343237,0.0,0.0,0.199952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204012,0.0,0.0,0.0646401,0.0,0.0,0.0,0.0,NotCR
CD9,106.142,65.5748,131.926,281.869,215.766,252.705,166.884,29.7032,16.3028,44.8606,12.1254,16.5226,22.5212,24.2162,47.8336,31.3726,19.223,58.1543,123.362,44.0585,113.873,18.2652,6.05452,194.076,177.116,212.374,227.363,224.11,448.052,197.191,128.35,71.5824,26.6704,78.9969,133.254,13.3825,189.033,266.84,18.0373,332.502,34.2076,20.1513,54.8038,178.005,232.837,224.944,101.182,37.6821,51.7025,14.9219,233.606,181.824,332.907,7.81473,NotCR
GAPDH,831.783,705.227,905.37,2011.82,1573.91,1523.27,1394.27,1002.13,1183.3,1073.59,1259.12,1197.84,1438.81,1651.41,893.597,1198.77,1141.44,908.523,1402.76,1084.1,721.549,4452.91,6385.15,727.604,927.36,1093.56,947.495,1300.73,1656.67,1392.94,956.321,1532.73,1490.03,803.177,765.528,512.029,852.837,945.002,5597.4,1125.88,831.302,147.612,919.308,787.02,928.569,1118.89,866.582,716.393,528.192,593.371,812.93,904.333,1208.82,1773.91,CR
USP5,46.9853,35.8555,68.9104,75.4667,65.7689,78.4336,69.3931,32.3524,53.925,36.382,69.0906,76.3645,77.1348,77.4905,35.1134,54.1539,46.7124,32.4356,52.5348,37.7529,42.9249,61.9744,73.3441,65.4468,53.5756,59.391,42.9234,61.5639,62.8222,58.524,57.8898,27.5933,23.6346,24.8161,31.7811,20.9368,43.8988,34.5033,51.7478,68.1086,48.0995,13.889,70.6513,54.7189,76.7899,81.6922,43.6425,44.8762,33.6344,127.702,57.819,71.1583,56.9463,11.3867,NotCR
PHB2,206.953,186.335,199.929,178.24,169.102,197.64,230.988,53.4289,61.7743,62.3025,128.935,124.672,76.9993,82.6654,51.0727,62.4645,69.6413,54.9977,72.2963,58.2699,204.365,337.725,430.313,290.923,285.046,241.861,205.547,209.962,202.828,197.103,253.246,102.171,90.9179,92.5987,118.795,136.385,164.721,160.52,171.498,190.818,380.153,113.222,133.513,204.467,205.689,218.629,180.924,182.89,159.509,80.3792,202.616,278.311,214.427,82.6405,NotCR
SLC2A14,0.212488,0.227396,3.0601,0.078119,0.0876949,0.0836653,0.102131,0.103238,0.106897,0.107234,0.220933,0.204645,0.0790392,0.0973128,0.146587,0.344079,0.181605,0.0800747,0.0730804,0.0403518,0.306527,0.0753377,0.0888148,0.123003,0.1536,0.0993167,0.123843,0.188577,0.0243714,0.143633,0.270962,0.0729519,0.0201562,0.0589001,0.0897414,0.11951,0.271237,0.0621633,0.0389602,0.514579,1.34135,2.21625,0.264495,0.0779632,0.196187,0.124988,0.109632,0.142356,0.105583,67.0695,0.107087,0.1011,0.144456,1.47681,CR
SLC2A3,158.034,196.412,11.3263,50.6615,55.1763,75.6555,39.8582,19.7627,27.3509,20.8668,61.2966,49.5206,31.6263,44.6604,21.7146,38.3613,25.9247,16.9219,34.2086,23.0659,85.2053,78.968,84.3842,34.9788,26.231,36.2783,15.9694,29.976,7.58627,27.9644,39.3182,48.3559,8.11008,19.2676,30.4096,7.77384,156.132,16.534,17.1318,128.179,41.0163,3.20427,49.85,28.12,24.9532,31.2002,20.8266,80.4712,11.7103,13.5063,64.7631,34.5207,34.6259,758.048,CR
GABARAPL1,149.777,155.136,60.8339,101.807,105.554,143.603,114.722,66.8438,134.671,102.598,201.884,174.028,165.026,237.503,70.9718,111.611,134.613,80.769,66.1377,70.4972,131.113,43.9387,3.5369,78.0564,88.6426,97.0138,50.7211,119.323,28.8782,118.536,97.4602,132.414,108.96,148.112,144.191,68.6694,145.237,99.3238,124.138,119.929,143.889,42.02,197.508,90.117,52.6013,60.0309,47.497,44.0146,82.763,47.2542,111.006,100.258,78.7008,49.1226,CR
MAGOHB,6.54324,5.58956,4.558,6.55564,6.9239,6.8216,7.03208,2.65422,2.55531,3.39751,4.66636,5.16495,2.55525,2.99438,2.4471,3.1189,3.86419,2.84176,4.34531,2.69435,7.58322,11.3314,14.3731,9.27615,9.85111,6.30449,4.84881,5.70412,5.44338,5.73383,7.81556,2.68366,1.68931,2.69323,5.63992,2.86281,6.01803,5.90724,1.17975,9.4449,9.13999,2.59913,8.16311,6.97295,6.2242,6.39025,5.19401,5.54402,4.30429,6.38125,7.16115,9.23565,7.63826,0.838025,NotCR
ARHGDIB,190.08,167.501,55.7342,200.254,176.057,86.2609,120.95,16.3602,13.1038,18.189,6.91512,5.69151,13.2322,16.2974,18.714,20.7786,14.6282,17.1315,48.1775,29.602,160.071,39.6678,745.368,67.8553,97.1566,43.202,54.7897,60.7982,48.5887,64.1377,117.964,54.7317,34.9241,51.8249,70.779,21.97,264.268,101.032,20.5941,82.7248,28.6477,11.8525,36.2052,79.4576,60.6637,79.1453,134.749,638.44,40.1776,15.5765,147.229,103.057,85.273,1351.02,NotCR
EPS8,142.715,82.4037,11.6184,103.553,120.067,170.116,85.4772,9.36852,8.88313,12.0292,10.555,10.3349,8.17507,8.12668,8.12161,11.5214,11.1279,10.4832,16.2855,14.193,78.8653,161.255,6.37251,115.899,91.4075,42.4499,40.0561,28.4076,13.0553,31.6889,62.6981,21.4154,10.9757,21.7153,19.8105,10.7235,34.5286,24.9147,11.2857,91.1673,63.4142,6.56322,8.49233,25.911,18.069,25.2066,30.3986,16.392,18.0139,17.7896,50.7928,101.479,53.3018,0.448651,NotCR
GYS2,3.28281,0.403651,0.0998767,0.162161,0.278678,0.25086,0.264863,0.125893,0.135536,0.144924,0.459627,0.465455,0.158986,0.165985,0.115507,0.138549,0.147272,0.107843,0.0972535,0.119381,0.463175,0.0828054,0.0747446,0.491586,0.26746,0.323851,0.13701,0.270605,5.4815,0.268471,0.169297,0.137128,0.126356,0.273557,0.210937,45.8603,0.214349,0.179776,0.0617356,0.35548,0.204901,0.325382,0.120643,0.168034,0.0358037,0.0544752,0.142461,0.148159,0.125982,0.165196,0.429731,0.247188,2.92278,0.0230959,NotCR
BCAT1,6.27844,6.34967,3.81686,4.85179,5.69666,3.82247,6.24502,3.39718,4.2944,3.71619,1.08095,1.16129,4.3157,6.21546,2.84368,6.49593,3.4012,3.68424,6.21461,6.58309,2.74978,35.4585,23.9688,2.20687,5.3143,3.29931,3.24864,4.07834,1.16727,3.36024,8.46797,1.189,0.48776,0.367858,0.815188,0.148024,14.4242,1.6763,0.397117,4.95584,11.3035,19.1826,10.1104,1.35487,0.590396,0.691818,4.60859,2.41514,1.63281,9.35647,2.00074,5.70375,1.92253,1.86487,NotCR
KRAS,14.6785,12.7686,9.10889,14.5342,15.1514,17.6536,18.352,7.75667,11.615,7.72652,25.09,17.4214,9.41776,16.9458,6.981,10.9089,9.27431,5.61287,7.85505,6.81611,12.7982,16.8009,17.0519,16.1967,13.3085,16.6414,17.9088,20.1869,21.5521,22.1699,14.9145,5.40889,3.65862,6.95241,9.44171,6.28899,19.7597,14.3016,5.02815,30.7364,12.9618,5.03181,9.70208,12.4031,15.9278,16.3019,16.5858,12.8392,14.984,10.8717,15.0335,16.6828,18.4221,9.08815,NotCR
ITPR2,6.8536,7.8145,15.5915,6.01832,7.48005,6.70074,5.51725,4.46413,4.46678,5.01834,2.09262,3.34793,5.34004,4.34616,2.98657,3.33752,4.52226,3.58249,6.57861,3.58839,9.49351,5.77745,29.7743,7.89353,8.10962,10.781,5.75451,5.51861,10.0581,6.2118,8.0218,3.52342,1.5351,4.51613,5.66623,8.55879,7.4983,15.5321,1.38985,8.45575,8.74675,3.45907,4.26992,5.24203,13.6198,14.7054,6.76896,5.88032,4.09125,3.91011,6.17502,7.42813,8.96467,2.16947,NotCR
PPFIBP1,18.9856,23.9619,15.3033,44.4758,24.8209,20.5019,21.3117,5.08883,7.61514,4.96617,1.72698,2.35117,12.9967,12.5745,9.33077,5.7488,3.45957,4.47719,8.4389,6.45286,22.5579,41.1541,9.90209,21.9565,20.9398,21.5643,11.6149,18.0391,14.1742,18.6856,22.012,15.1077,24.2095,11.1321,17.3669,6.14333,34.3143,13.8252,4.97567,24.2706,63.843,6.39505,17.4775,19.1385,19.1773,17.8132,9.55028,15.5363,11.1052,8.6588,36.0363,24.3605,23.916,0.112879,NotCR
DDX11,9.95512,8.53215,7.06591,9.14297,9.31951,8.63189,14.1023,2.09281,2.09692,2.53366,15.9137,17.9967,3.83914,2.90503,2.20322,3.06575,2.32314,2.20548,3.82556,2.65067,11.5414,9.12956,29.6281,15.6042,26.2798,12.5624,13.0943,9.76587,11.9894,8.57989,12.4258,4.23397,2.45977,6.07739,13.7703,5.34915,12.4327,12.0927,6.61902,16.3308,22.1435,8.55739,16.9715,19.9377,13.1407,12.002,17.6338,22.232,10.0078,18.6719,17.2485,21.2139,17.6551,3.10466,NotCR
DNM1L,31.5607,28.766,21.7869,38.2579,41.3692,47.6625,40.9847,26.4509,36.5523,33.3988,97.7417,77.6479,43.7088,61.728,29.9853,40.9457,38.1339,26.1794,37.2753,27.9282,30.8467,52.1932,57.7065,36.4765,37.436,39.8983,26.0277,41.4395,27.882,43.5314,42.6733,21.3633,16.8691,16.5378,25.7806,6.45949,32.6377,23.2538,22.4125,38.7657,38.8146,7.7964,46.9654,38.4226,23.5011,23.2364,24.8402,25.0544,17.9206,44.7905,35.4755,47.2918,35.0381,4.39479,NotCR
YARS2,13.5514,13.7695,11.1633,9.98677,11.2924,9.97233,12.9765,3.94712,5.35244,5.75393,9.47176,8.76119,7.49867,9.00358,4.36343,5.4366,6.41368,4.4398,5.02168,3.7393,14.5816,29.7666,29.014,16.0632,16.3839,10.8578,10.2248,9.14756,14.0235,9.64254,14.0984,5.45723,5.48738,5.3253,7.77533,5.69923,10.38,15.5158,7.25609,15.7081,14.8949,4.97351,10.1429,11.6325,12.4343,13.1478,10.1033,12.3902,8.67456,14.0988,11.9363,16.228,13.9683,3.48683,NotCR
ALG10,2.34111,1.89386,1.98614,1.80422,1.96252,1.51586,1.83379,0.358125,0.407841,0.445101,1.35977,1.55795,0.528881,0.57211,0.351429,0.59965,0.526742,0.386097,0.735343,0.440206,2.34444,3.97587,9.50432,2.54688,2.49356,1.321,1.39537,1.35723,1.90805,1.31777,2.34212,0.790905,0.50463,0.652613,0.993725,0.788898,2.10983,2.65657,0.62178,2.88985,3.04312,1.22747,1.8088,1.89038,2.01562,2.02425,1.87452,2.01443,1.53729,3.6474,2.73052,2.89702,2.29712,0.388743,NotCR
ALG10B,3.28984,2.1943,2.63761,2.48207,2.83155,2.3926,2.53535,0.940358,0.97413,1.10959,2.78911,2.77463,1.01868,1.10348,0.879949,0.960626,1.20055,0.922559,1.64686,0.887611,3.25951,3.2526,7.51905,3.41595,3.3391,2.10402,1.70023,2.35272,1.78024,2.25837,3.29129,1.20532,0.823177,1.06375,1.98835,0.921063,2.99677,2.83941,0.815846,5.16426,4.68668,1.25823,2.5358,2.4742,2.63087,2.4889,2.6154,2.85206,2.06328,2.47257,4.10092,4.46053,2.9299,0.24289,NotCR
SLC2A13,4.37313,2.85318,5.13438,3.16682,5.32053,5.31642,4.92796,5.45815,9.05278,7.60242,4.0749,2.69123,6.56954,13.5993,2.99562,9.16975,9.92159,5.55732,1.52166,5.27912,3.27431,4.4903,1.4265,13.7753,11.1779,5.06137,4.88446,5.21013,1.24434,5.3195,2.74864,2.37291,1.24545,1.33461,2.74012,1.63035,3.46727,2.87727,0.339474,4.20243,2.92408,1.91513,6.27925,2.22867,1.90707,2.08227,4.11425,1.39306,1.7044,1.92132,2.52667,4.26077,4.25768,0.226425,CR
TWF1,30.3795,28.3153,25.1509,25.1305,29.9091,33.8239,38.4311,14.8885,14.0607,15.6634,18.2263,15.3661,12.9983,15.5003,14.1765,17.2494,15.8123,12.7637,31.2318,19.1695,28.5795,76.0251,12.832,40.7014,30.9034,30.2216,28.6189,27.2374,60.0451,31.0015,31.4748,6.75978,3.29305,15.11,18.6651,14.175,23.7474,28.8517,2.15081,28.2826,24.0084,11.5545,27.4235,29.5272,21.3318,21.397,28.7143,14.0639,20.9052,13.2955,34.7602,30.6964,43.2027,3.35657,NotCR
ARF3,61.4745,60.029,79.4441,85.2774,78.2456,87.6031,72.7863,137.793,197.796,146.904,138.047,105.575,171.909,267.868,118.369,119.883,221.933,116.886,101.319,85.0847,65.3208,96.1015,112.912,72.6646,88.2934,67.0876,75.8051,67.6684,81.444,66.3221,75.5862,24.4548,13.2018,49.0588,66.5621,15.4529,94.8273,67.6927,6.20103,76.3062,63.3576,22.5258,121.331,68.9984,80.8007,83.801,63.9882,63.9882,51.4772,65.9767,106.691,86.605,73.6329,46.2029,NotCR
PRKAG1,54.6219,40.9204,58.2819,46.6745,49.0678,55.5871,51.3473,19.096,22.6723,20.7809,36.7681,36.4016,27.7729,28.9323,16.5743,26.5614,23.6658,18.5943,27.3965,24.1352,45.7297,87.6446,50.8446,48.8749,49.4559,51.3903,36.2569,51.4821,43.8552,54.2006,47.4994,35.5624,37.6007,25.2454,34.8632,17.6917,40.6047,38.0585,58.5868,50.4321,41.2055,17.6417,49.9592,45.8825,48.3049,53.0803,33.543,37.817,29.8368,46.1915,43.8192,49.4277,45.9592,25.2698,NotCR
GPD1,568.981,388.967,1.74902,1.08458,15.2046,1.09402,1.80587,7.46239,5.99927,3.29743,11.824,11.4233,4.49977,4.88311,12.1087,9.08531,3.25826,3.89014,120.147,22.1973,210.865,0.235233,0.591113,0.440698,0.822586,1.01813,2.22782,1.19177,0.568314,0.817855,0.511521,4.14643,3.82185,54.9103,11.8121,72.7164,9.52234,10.755,153.501,20.9239,0.47318,1.25232,2.2983,0.764339,6.2059,8.13451,29.9021,0.648041,1.56347,2.12954,2.11328,0.487787,0.635118,0.376774,NotCR
CERS5,19.2415,16.6135,11.2152,29.2385,23.8899,24.1459,22.5437,13.1466,15.6965,18.1664,99.5528,93.0062,19.2536,18.2024,14.3214,21.5755,21.7986,14.5931,19.9655,12.4411,19.9355,24.6658,16.1004,33.4239,35.9183,19.1916,11.7358,19.3269,12.0922,17.8031,27.4059,8.4155,4.02865,9.31031,21.0343,3.15222,19.4628,13.462,2.78167,28.2759,30.8387,5.27787,31.7238,23.0508,21.0367,21.3002,14.5656,20.25,9.4969,14.7992,22.4735,32.0826,23.591,9.86776,NotCR
SOAT2,0.684497,0.63932,0.127942,2.20778,1.7127,1.70827,0.697901,0.0139783,0.01769,0.0242531,0.0469198,0.0609558,0.032311,0.016347,0.0211058,0.0281395,0.0313777,0.0253404,0.0922651,0.0305632,0.885988,0.099499,0.70624,2.19971,1.87937,0.359278,0.260047,0.993834,0.250308,0.64834,1.82152,0.156947,0.0522244,0.445958,0.305074,1.57374,0.397379,0.29403,0.0570926,3.04304,0.502833,0.0674077,0.519503,0.98651,0.364161,0.891833,3.31481,5.40214,0.370519,0.69153,0.655288,1.31796,1.44835,0.198366,NotCR
PCBP2,255.022,190.648,190.241,215.442,203.246,241.209,191.496,57.4237,69.6771,64.5971,193.353,161.98,71.7349,86.8454,50.9393,67.9618,67.7249,52.8773,88.3878,65.8456,225.342,272.612,283.286,266.789,279.955,170.251,133.096,156.661,147.344,147.396,242.106,90.1948,66.367,137.323,157.001,66.4866,217.259,158.438,101.544,246.283,321.656,105.115,133.832,161.053,199.294,212.811,153.594,167.055,154.84,190.538,236.64,256.216,190.481,165.865,NotCR
CBX5,11.8335,9.79176,13.6251,15.8956,13.5742,12.4105,10.7052,13.6656,13.5832,13.4102,27.2502,23.0219,12.6047,15.6504,11.0441,17.3695,16.4701,10.4187,16.9973,12.6069,12.8965,22.1166,51.7367,16.4169,16.8457,11.7162,10.1087,15.6152,10.3526,14.1432,18.4933,7.90394,5.70949,7.96308,13.4847,3.65369,15.7724,11.2037,4.3176,21.9691,24.9875,5.18714,29.5536,15.4357,14.6581,14.8205,12.2598,12.4833,8.33323,26.1609,21.4984,17.3897,13.974,2.01841,NotCR
HNRNPA1,333.796,350.919,221.263,329.419,310.354,343.375,388.344,121.567,113.394,123.437,426.347,333.989,111.868,132.657,114.746,148.353,137.581,107.132,248.813,151.133,389.279,572.063,728.854,629.54,629.419,307.523,265.719,282.101,313.184,257.038,507.426,143.265,88.6226,155.56,239.943,72.7916,331.336,257.402,133.753,422.432,1092.5,157.407,249.883,344.32,358.747,320.294,290.612,284.592,230.114,156.062,362.591,591.671,454.912,86.4666,NotCR
GDF11,3.27085,4.07634,2.73448,4.7735,4.20739,2.188,6.91517,12.2849,10.2566,11.0965,12.1005,13.0558,10.0938,10.5918,10.5921,12.683,9.1117,10.6166,13.8973,11.6319,3.0493,7.79213,4.69139,12.1191,11.8663,7.22401,3.61336,4.70077,1.69125,4.8837,7.60903,4.9092,3.03863,1.86405,3.05094,0.781735,5.16042,3.45549,1.03552,8.57788,9.13376,0.822384,6.14245,9.27462,1.7188,1.97665,4.4276,7.35534,2.11447,2.17794,5.85161,9.5762,5.40377,0.991248,NotCR
RAB5B,71.8406,58.174,58.6973,107.029,91.1891,131.061,96.9104,60.7394,68.0445,61.0227,110.939,93.5671,69.1043,87.2275,61.4181,68.8288,66.2756,53.881,112.382,69.3148,67.9672,59.2308,58.8513,115.668,119.086,109.944,73.4646,109.797,109.478,115.26,102.215,45.3246,37.2777,39.1524,49.7868,27.4874,87.0785,69.1479,54.6129,111.422,102.579,22.3325,56.0707,85.0059,109.693,125.049,60.5489,59.8029,57.0155,84.3521,79.5423,122.634,111.887,46.5103,CR
RPS26,289.212,316.782,446.221,328.348,323.214,313.456,387.287,119.516,109.615,110.889,150.278,144.891,113.331,120.061,106.436,124.895,123.695,104.906,164.131,129.727,322.626,495.12,688.268,393.672,524.267,302.754,298.804,274.15,346.527,263.423,378.615,150.011,120.992,162.236,257.572,174.207,288.869,258.639,162.397,304.465,658.301,198.132,263.95,328.425,383.377,348.636,312.178,383.414,250.707,144.186,334.911,416.029,373.404,117.237,NotCR
ERBB3,0.869674,1.75695,0.575565,0.674564,3.47476,1.22363,10.815,11.7795,4.86235,12.0758,2.68944,3.46269,7.59647,6.1788,17.3715,9.67775,7.03409,15.5665,47.2242,18.5517,20.3061,0.144179,0.0843913,13.633,12.4136,19.1222,42.5055,13.9496,62.6499,13.9803,6.82262,3.85496,0.811621,15.519,13.1685,33.1959,18.2674,60.197,0.55758,116.819,1.13003,20.0106,2.01777,40.4395,66.6502,71.9048,39.4891,0.16088,45.5726,2.7562,10.0195,2.20281,43.2725,0.0737043,NotCR
CS,123.059,119.691,137.517,86.652,95.9448,99.2581,110.922,36.7362,54.3543,45.4338,144.088,142.344,75.2909,82.9649,34.321,51.4842,50.6647,38.0378,46.9039,40.0289,103.135,111.827,156.559,111.112,104.996,115.429,113.94,107.596,133.257,114.376,114.574,156.828,185.336,57.3225,81.7312,32.9619,109.71,92.7824,240.176,92.0165,96.615,44.3159,75.178,87.696,120.522,122.993,96.5114,79.6991,85.3851,48.1236,93.8821,111.989,116.283,32.0392,NotCR
